1744271413588808448, 1744271413588998656, 2/15, O
1744271413588998656, 1744271413589185536, 1/19, O
1744271413589185536, 1744271413589371392, 1/18, O
1744271413589371392, 1744271413589557504, 1/19, O
1744271413589557504, 1744271413589743360, 1/18, O
1744271413589743360, 1744271413589929984, 1/18, O
1744271413589929984, 1744271413590115840, 1/19, O
1744271413590115840, 1744271413590301440, 1/18, O
1744271413590301440, 1744271413590490368, 1/15, O
1744271413590490368, 1744271413590676736, 1/19, O
1744271413590676736, 1744271413590862848, 1/18, O
1744271413590862848, 1744271413591048448, 1/18, O
1744271413591048448, 1744271413591235072, 1/19, O
1744271413591235072, 1744271413591420928, 1/18, O
1744271413591420928, 1744271413591606784, 1/19, O
1744271413591606784, 1744271413591793152, 1/18, O
1744271413591793152, 1744271413591979008, 1/18, O
1744271413591979008, 1744271413592168192, 1/17, O
1744271413592168192, 1744271413592355840, 1/17, O
1744271413592355840, 1744271413592542464, 1/18, O
1744271413592542464, 1744271413592728320, 1/18, O
1744271413592728320, 1744271413592967168, 1/19, O
1744271413592967168, 1744271413593157376, 1/16, O
1744271413593157376, 1744271413593343488, 0/19, X
1744271413593343488, 1744271413593529088, 1/18, O
1744271413593529088, 1744271413593715200, 1/18, O
1744271413593715200, 1744271413593900800, 1/19, O
1744271413593900800, 1744271413594089984, 1/14, O
1744271413594089984, 1744271413594276608, 1/19, O
1744271413594276608, 1744271413594462720, 1/18, O
1744271413594462720, 1744271413594649344, 1/18, O
1744271413594649344, 1744271413594835968, 1/19, O
1744271413594835968, 1744271413595022592, 1/18, O
1744271413595022592, 1744271413595208704, 1/19, O
1744271413595208704, 1744271413595395072, 1/18, O
1744271413595395072, 1744271413595580928, 1/18, O
1744271413595580928, 1744271413595770624, 1/15, O
1744271413595770624, 1744271413595957248, 1/19, O
1744271413595957248, 1744271413596143872, 1/18, O
1744271413596143872, 1744271413596331520, 1/18, O
1744271413596331520, 1744271413596517888, 1/19, O
1744271413596517888, 1744271413596703744, 1/18, O
1744271413596703744, 1744271413596889344, 2/18, O
1744271413596889344, 1744271413597079552, 1/15, O
1744271413597079552, 1744271413597265664, 1/18, O
1744271413597265664, 1744271413597454848, 1/15, O
1744271413597454848, 1744271413597642240, 1/18, O
1744271413597642240, 1744271413597828864, 1/18, O
1744271413597828864, 1744271413598014464, 1/19, O
1744271413598014464, 1744271413598200320, 1/18, O
1744271413598200320, 1744271413598386176, 1/19, O
1744271413598386176, 1744271413598572032, 1/18, O
1744271413598572032, 1744271413598757888, 1/18, O
1744271413598757888, 1744271413598945280, 1/19, O
1744271413598945280, 1744271413599135488, 1/14, O
1744271413599135488, 1744271413599322368, 1/18, O
1744271413599322368, 1744271413599508736, 1/18, O
1744271413599508736, 1744271413599694336, 1/19, O
1744271413599694336, 1744271413599880192, 1/18, O
1744271413599880192, 1744271413600066304, 1/19, O
1744271413600066304, 1744271413600251904, 1/18, O
1744271413600251904, 1744271413600437760, 1/18, O
1744271413600437760, 1744271413600623360, 1/19, O
1744271413600623360, 1744271413600814080, 1/14, O
1744271413600814080, 1744271413601012736, 1/10, O
1744271413601012736, 1744271413601202944, 1/18, O
1744271413601202944, 1744271413601389312, 1/18, O
1744271413601389312, 1744271413601575424, 1/18, O
1744271413601575424, 1744271413601761024, 1/19, O
1744271413601761024, 1744271413601947904, 1/18, O
1744271413601947904, 1744271413602133760, 1/18, O
1744271413602133760, 1744271413602320384, 1/19, O
1744271413602320384, 1744271413602506240, 1/18, O
1744271413602506240, 1744271413602695424, 1/14, O
1744271413602695424, 1744271413602881792, 1/19, O
1744271413602881792, 1744271413603068160, 1/18, O
1744271413603068160, 1744271413603283968, 1/18, O
1744271413603283968, 1744271413603470080, 1/19, O
1744271413603470080, 1744271413603655936, 1/18, O
1744271413603655936, 1744271413603841280, 1/18, O
1744271413603841280, 1744271413604027392, 1/19, O
1744271413604027392, 1744271413604212992, 1/18, O
1744271413604212992, 1744271413604401920, 1/15, O
1744271413604401920, 1744271413604589056, 1/18, O
1744271413604589056, 1744271413604774656, 1/18, O
1744271413604774656, 1744271413604957440, 1/15, O
1744271413604957440, 1744271413605144576, 1/19, O
1744271413605144576, 1744271413605332736, 1/18, O
1744271413605332736, 1744271413605518592, 1/18, O
1744271413605518592, 1744271413605704192, 1/19, O
1744271413605704192, 1744271413605890304, 1/18, O
1744271413605890304, 1744271413606078976, 1/15, O
1744271413606078976, 1744271413606266880, 1/18, O
1744271413606266880, 1744271413606453504, 1/19, O
1744271413606453504, 1744271413606639104, 1/18, O
1744271413606639104, 1744271413606824960, 1/19, O
1744271413606824960, 1744271413607010816, 1/18, O
1744271413607010816, 1744271413607196672, 1/18, O
1744271413607196672, 1744271413607382784, 1/19, O
1744271413607382784, 1744271413607568384, 1/18, O
1744271413607568384, 1744271413607757056, 1/16, O
1744271413607757056, 1744271413607943424, 1/18, O
1744271413607943424, 1744271413608129792, 1/18, O
1744271413608129792, 1744271413608315648, 1/19, O
1744271413608315648, 1744271413608501760, 1/18, O
1744271413608501760, 1744271413608687360, 1/18, O
1744271413608687360, 1744271413608873216, 1/19, O
1744271413608873216, 1744271413609065216, 1/7, O
1744271413609065216, 1744271413609252608, 1/17, O
1744271413609252608, 1744271413609438720, 1/18, O
1744271413609438720, 1744271413609627904, 1/15, O
1744271413609627904, 1744271413609814272, 1/18, O
1744271413609814272, 1744271413610000128, 1/19, O
1744271413610000128, 1744271413610186496, 1/18, O
1744271413610186496, 1744271413610372096, 1/18, O
1744271413610372096, 1744271413610558720, 1/19, O
1744271413610558720, 1744271413610744320, 1/18, O
1744271413610744320, 1744271413610929920, 1/19, O
1744271413610929920, 1744271413611115520, 1/18, O
1744271413611115520, 1744271413611307008, 1/14, O
1744271413611307008, 1744271413611493120, 1/19, O
1744271413611493120, 1744271413611679232, 1/18, O
1744271413611679232, 1744271413611864832, 1/19, O
1744271413611864832, 1744271413612051456, 1/18, O
1744271413612051456, 1744271413612239104, 1/18, O
1744271413612239104, 1744271413612425728, 1/19, O
1744271413612425728, 1744271413612613120, 1/18, O
1744271413612613120, 1744271413612799744, 1/19, O
1744271413612799744, 1744271413612949504, 1/11, O
1744271413612949504, 1744271413613138944, 1/14, O
1744271413613138944, 1744271413613325056, 1/18, O
1744271413613325056, 1744271413613511168, 1/18, O
1744271413613511168, 1744271413613697024, 1/19, O
1744271413613697024, 1744271413613885440, 1/18, O
1744271413613885440, 1744271413614073088, 1/19, O
1744271413614073088, 1744271413614258944, 1/18, O
1744271413614258944, 1744271413614445568, 1/18, O
1744271413614445568, 1744271413614631424, 1/19, O
1744271413614631424, 1744271413614821888, 1/14, O
1744271413614821888, 1744271413615009536, 1/18, O
1744271413615009536, 1744271413615195392, 1/19, O
1744271413615195392, 1744271413615381504, 1/18, O
1744271413615381504, 1744271413615567616, 1/18, O
1744271413615567616, 1744271413615753728, 1/19, O
1744271413615753728, 1744271413615940352, 1/18, O
1744271413615940352, 1744271413616125952, 1/18, O
1744271413616125952, 1744271413616314112, 1/19, O
1744271413616314112, 1744271413616503296, 1/15, O
1744271413616503296, 1744271413616689664, 1/18, O
1744271413616689664, 1744271413616875776, 1/18, O
1744271413616875776, 1744271413617065472, 1/9, O
1744271413617065472, 1744271413617253120, 1/17, O
1744271413617253120, 1744271413617439488, 1/18, O
1744271413617439488, 1744271413617625600, 1/18, O
1744271413617625600, 1744271413617811712, 1/19, O
1744271413617811712, 1744271413617997568, 1/18, O
1744271413617997568, 1744271413618183424, 1/19, O
1744271413618183424, 1744271413618372352, 1/14, O
1744271413618372352, 1744271413618558720, 1/19, O
1744271413618558720, 1744271413618744832, 1/18, O
1744271413618744832, 1744271413618930944, 1/18, O
1744271413618930944, 1744271413619117824, 1/19, O
1744271413619117824, 1744271413619304192, 1/18, O
1744271413619304192, 1744271413619489536, 1/19, O
1744271413619489536, 1744271413619675392, 1/18, O
1744271413619675392, 1744271413619861248, 1/19, O
1744271413619861248, 1744271413620050944, 1/14, O
1744271413620050944, 1744271413620237312, 1/18, O
1744271413620237312, 1744271413620423424, 1/19, O
1744271413620423424, 1744271413620609280, 1/18, O
1744271413620609280, 1744271413620794880, 1/19, O
1744271413620794880, 1744271413620956416, 1/12, O
1744271413620956416, 1744271413621144320, 1/12, O
1744271413621144320, 1744271413621330688, 1/18, O
1744271413621330688, 1744271413621516800, 1/19, O
1744271413621516800, 1744271413621702656, 1/18, O
1744271413621702656, 1744271413621891840, 1/14, O
1744271413621891840, 1744271413622078208, 1/19, O
1744271413622078208, 1744271413622264320, 1/18, O
1744271413622264320, 1744271413622449920, 1/18, O
1744271413622449920, 1744271413622635776, 1/19, O
1744271413622635776, 1744271413622821632, 1/18, O
1744271413622821632, 1744271413623007744, 1/19, O
1744271413623007744, 1744271413623193600, 1/18, O
1744271413623193600, 1744271413623379712, 1/18, O
1744271413623379712, 1744271413623569152, 1/14, O
1744271413623569152, 1744271413623755264, 1/19, O
1744271413623755264, 1744271413623941120, 1/18, O
1744271413623941120, 1744271413624126720, 1/19, O
1744271413624126720, 1744271413624312576, 1/18, O
1744271413624312576, 1744271413624498432, 1/18, O
1744271413624498432, 1744271413624684032, 1/19, O
1744271413624684032, 1744271413624869888, 1/18, O
1744271413624869888, 1744271413625059072, 2/9, O
1744271413625059072, 1744271413625250048, 1/16, O
1744271413625250048, 1744271413625439488, 1/15, O
1744271413625439488, 1744271413625625856, 1/19, O
1744271413625625856, 1744271413625811456, 1/18, O
1744271413625811456, 1744271413625997056, 1/19, O
1744271413625997056, 1744271413626182656, 1/18, O
1744271413626182656, 1744271413626369280, 1/18, O
1744271413626369280, 1744271413626555648, 1/19, O
1744271413626555648, 1744271413626741248, 1/18, O
1744271413626741248, 1744271413626926848, 1/19, O
1744271413626926848, 1744271413627115520, 1/15, O
1744271413627115520, 1744271413627301888, 1/18, O
1744271413627301888, 1744271413627488256, 1/19, O
1744271413627488256, 1744271413627674112, 1/18, O
1744271413627674112, 1744271413627859712, 1/18, O
1744271413627859712, 1744271413628045568, 1/19, O
1744271413628045568, 1744271413628231424, 1/18, O
1744271413628231424, 1744271413628417280, 1/18, O
1744271413628417280, 1744271413628603392, 1/19, O
1744271413628603392, 1744271413628792320, 1/14, O
1744271413628792320, 1744271413628949504, 1/13, O
1744271413628949504, 1744271413629137408, 1/18, O
1744271413629137408, 1744271413629323520, 1/19, O
1744271413629323520, 1744271413629509120, 1/18, O
1744271413629509120, 1744271413629694976, 1/19, O
1744271413629694976, 1744271413629880832, 1/18, O
1744271413629880832, 1744271413630067712, 1/18, O
1744271413630067712, 1744271413630253568, 1/19, O
1744271413630253568, 1744271413630442752, 1/15, O
1744271413630442752, 1744271413630628864, 1/18, O
1744271413630628864, 1744271413630814720, 1/18, O
1744271413630814720, 1744271413631000320, 1/19, O
1744271413631000320, 1744271413631187456, 1/18, O
1744271413631187456, 1744271413631373824, 1/18, O
1744271413631373824, 1744271413631559680, 1/19, O
1744271413631559680, 1744271413631745536, 1/18, O
1744271413631745536, 1744271413631931648, 1/19, O
1744271413631931648, 1744271413632120576, 1/14, O
1744271413632120576, 1744271413632307200, 1/19, O
1744271413632307200, 1744271413632493056, 1/18, O
1744271413632493056, 1744271413632678656, 1/19, O
1744271413632678656, 1744271413632864512, 1/18, O
1744271413632864512, 1744271413633054464, 1/5, O
1744271413633054464, 1744271413633241344, 1/18, O
1744271413633241344, 1744271413633427200, 1/19, O
1744271413633427200, 1744271413633612800, 1/18, O
1744271413633612800, 1744271413633799680, 1/18, O
1744271413633799680, 1744271413633990912, 1/15, O
1744271413633990912, 1744271413634178048, 1/18, O
1744271413634178048, 1744271413634365696, 1/19, O
1744271413634365696, 1744271413634579712, 1/18, O
1744271413634579712, 1744271413634766592, 1/18, O
1744271413634766592, 1744271413634953984, 1/19, O
1744271413634953984, 1744271413635140352, 1/18, O
1744271413635140352, 1744271413635327488, 1/19, O
1744271413635327488, 1744271413635515392, 1/18, O
1744271413635515392, 1744271413635706624, 1/15, O
1744271413635706624, 1744271413635896064, 1/18, O
1744271413635896064, 1744271413636082688, 1/18, O
1744271413636082688, 1744271413636269312, 1/19, O
1744271413636269312, 1744271413636456192, 1/18, O
1744271413636456192, 1744271413636642816, 1/18, O
1744271413636642816, 1744271413636829184, 1/19, O
1744271413636829184, 1744271413637021184, 1/7, O
1744271413637021184, 1744271413637208576, 1/18, O
1744271413637208576, 1744271413637395968, 1/19, O
1744271413637395968, 1744271413637588992, 1/14, O
1744271413637588992, 1744271413637776384, 1/18, O
1744271413637776384, 1744271413637963264, 1/19, O
1744271413637963264, 1744271413638150400, 1/18, O
1744271413638150400, 1744271413638336768, 1/18, O
1744271413638336768, 1744271413638522880, 1/19, O
1744271413638522880, 1744271413638708736, 1/18, O
1744271413638708736, 1744271413638894336, 1/19, O
1744271413638894336, 1744271413639079680, 1/18, O
1744271413639079680, 1744271413639269888, 1/15, O
1744271413639269888, 1744271413639456512, 1/18, O
1744271413639456512, 1744271413639642368, 1/19, O
1744271413639642368, 1744271413639828224, 1/18, O
1744271413639828224, 1744271413640014336, 1/18, O
1744271413640014336, 1744271413640200192, 1/19, O
1744271413640200192, 1744271413640386048, 1/18, O
1744271413640386048, 1744271413640572672, 1/19, O
1744271413640572672, 1744271413640758528, 1/18, O
1744271413640758528, 1744271413641034240, 1/14, O
1744271413641034240, 1744271413641223680, 1/16, O
1744271413641223680, 1744271413641437952, 1/18, O
1744271413641437952, 1744271413641624832, 1/18, O
1744271413641624832, 1744271413641810944, 1/19, O
1744271413641810944, 1744271413641996800, 1/18, O
1744271413641996800, 1744271413642182912, 1/18, O
1744271413642182912, 1744271413642368768, 1/19, O
1744271413642368768, 1744271413642554880, 1/18, O
1744271413642554880, 1744271413642743808, 1/15, O
1744271413642743808, 1744271413642930688, 1/18, O
1744271413642930688, 1744271413643116544, 1/19, O
1744271413643116544, 1744271413643302144, 1/18, O
1744271413643302144, 1744271413643488000, 1/19, O
1744271413643488000, 1744271413643674624, 1/18, O
1744271413643674624, 1744271413643860736, 1/18, O
1744271413643860736, 1744271413644046336, 1/19, O
1744271413644046336, 1744271413644232448, 1/18, O
1744271413644232448, 1744271413644421632, 1/15, O
1744271413644421632, 1744271413644607744, 1/19, O
1744271413644607744, 1744271413644793088, 1/18, O
1744271413644793088, 1744271413644966656, 1/13, O
1744271413644966656, 1744271413645154048, 1/18, O
1744271413645154048, 1744271413645339648, 1/18, O
1744271413645339648, 1744271413645525504, 1/19, O
1744271413645525504, 1744271413645711360, 1/18, O
1744271413645711360, 1744271413645896960, 1/18, O
1744271413645896960, 1744271413646082816, 1/19, O
1744271413646082816, 1744271413646274048, 1/15, O
1744271413646274048, 1744271413646461184, 1/18, O
1744271413646461184, 1744271413646647296, 1/19, O
1744271413646647296, 1744271413646833152, 1/18, O
1744271413646833152, 1744271413647019520, 1/18, O
1744271413647019520, 1744271413647205120, 1/19, O
1744271413647205120, 1744271413647391232, 1/18, O
1744271413647391232, 1744271413647577344, 1/19, O
1744271413647577344, 1744271413647763456, 1/18, O
1744271413647763456, 1744271413647952640, 1/14, O
1744271413647952640, 1744271413648139264, 1/18, O
1744271413648139264, 1744271413648325120, 1/19, O
